Summary data collected by the Greenhouse Gas Reporting Program for 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This data was reported to EPA by facilities as of 8/04/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All emissions data is presented in units of metric tons of carbon dioxide equivalent using GWP's from IPCC's AR4 (see FAQs tab),,,,,,,,,,,,,,Total Facility Emissions by Gas,,,,,,,,,,,,Emissions by Process,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility Id,FRS Id,Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Industry Type (sectors),Total reported direct emissions,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions ,HFC emissions,PFC emissions,SF6 emissions ,NF3 emissions,Other Fully Fluorinated GHG emissions,HFE emissions,Very Short-lived Compounds emissions,Other GHGs (metric tons CO2e),Biogenic CO2 emissions (metric tons),Stationary Combustion,Electricity Generation,Adipic Acid Production,Aluminum Production,Ammonia Manufacturing,Cement Production,Electronics Manufacture,Ferroalloy Production,Fluorinated GHG Production,Glass Production,HCFC–22 Production from HFC–23 Destruction,Hydrogen Production,Iron and Steel Production,Lead Production,Lime Production,Magnesium Production,Miscellaneous Use of Carbonates,Nitric Acid Production,Petroleum and Natural Gas Systems – Offshore Production,Petroleum and Natural Gas Systems – Processing,Petroleum and Natural Gas Systems – Transmission/Compression,Petroleum and Natural Gas Systems – Underground Storage,Petroleum and Natural Gas Systems – LNG Storage,Petroleum and Natural Gas Systems – LNG Import/Export,Petrochemical Production,Petroleum Refining,Phosphoric Acid Production,Pulp and Paper Manufacturing,Silicon Carbide Production,Soda Ash Manufacturing,Titanium Dioxide Production,Underground Coal Mines,Zinc Production,Municipal Landfills,Industrial Wastewater Treatment,Manufacture of Electric Transmission and Distribution Equipment,Industrial Waste Landfills,Is some CO2 collected on-site and used to manufacture other products and therefore not emitted from the affected manufacturing process unit(s)? (as reported under Subpart G or S),"Is some CO2 reported as emissions from the affected manufacturing process unit(s) under Subpart AA, G or P collected and transferred off-site or injected (as reported under Subpart PP)?",Does the facility employ continuous emissions monitoring? 
1004216,110000563202,ESSEX COUNTY RESOURCE RECOVERY FACILITY,NEWARK,NJ,07105,183 RAYMOND BLVD,ESSEX COUNTY,40.74,-74.13,562213,C,Waste,"352,444.45","333,811.00","7,264.75","11,368.70",,,,,,,,,"533,232.00","352,444.45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004500,110012811724,ESSITY PROFESSIONAL HYGIENE NORTH AMERICA LLC BARTON OPERATIONS,CHEROKEE,AL,35616,1834 HALEY DR,COLBERT COUNTY,34.77,-87.89,322121,C,Pulp and Paper,"68,225.84","68,155.70",32.00,38.14,,,,,,,,,,"68,225.84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004256,110018863023,"ETC of Georgia, LLC - Grady Road Landfill",Rockmart,GA,30153,316 Grady Road,POLK COUNTY,34.00,-85.17,562212,HH,Waste,"132,041.75",,"132,041.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"132,041.75",,,,N,N,N
1005779,110001310689,EUNICE NATURAL GAS PROCESSING PLANT,EUNICE,LA,70535,222 REFINERY ROAD,ACADIA PARISH,30.46,-92.53,211130,"C,NN-FRAC,W-PROC","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems","158,276.64","156,523.70","1,669.50",83.44,,,,,,,,,,"128,605.42",,,,,,,,,,,,,,,,,,,29671.224,,,,,,,,,,,,,,,,,,N,N,N
1007987,110002065880,EVERGREEN LANDFILL/FKA PELLEGRENE SITE,CORAL,PA,15731,1310 Luciousboro Road,INDIANA,40.64,-79.13,562212,"C,HH",Waste,"9,230.55",181.50,"9,048.75",0.30,,,,,,,,,,182.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,048.50",,,,N,N,N
1003501,110000450878,EVERGREEN PACKAGING-PINE BLUFF,PINE BLUFF,AR,71601,5201 FAIRFIELD ROAD,JEFFERSON COUNTY,34.22,-91.91,322121,"AA,C,TT","Pulp and Paper,Waste","131,345.42","119,862.30","6,978.25","4,504.87",,,,,,,,,"1,193,544.00","64,334.57",,,,,,,,,,,,,,,,,,,,,,,,,,,"61,159.60",,,,,,,,,"5,851.25",N,N,N
1007723,110009619323,EVERGREEN RECYCLING & DISPOSAL,NORTHWOOD,OH,43619,2625 EAST BROADWAY,WOOD,41.60,-83.50,562212,"C,HH",Waste,"54,224.54","2,815.30","51,407.75",1.49,,,,,,,,,,"2,818.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51,406.50",,,,N,N,N
1005465,110000437974,EVONIK CORPORATION,MAPLETON,IL,61547,8300 WEST ROUTE 24,PEORIA,40.56,-89.72,325199,"C,P",Chemicals,"81,408.49","81,337.80",32.25,38.44,,,,,,,,,,"67,816.59",,,,,,,,,,,"13,591.90",,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1000704,110000346607,EVONIK CORPORATION,GREENSBORO,NC,27406,2401 DOYLE STREET,GUILFORD COUNTY,36.04,-79.79,325199,C,Chemicals,"31,657.73","31,625.40",14.75,17.58,,,,,,,,,,"31,657.73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004596,110000597088,EVONIK CORPORATION,GARYVILLE,LA,70051,3606 HIGHWAY 44,ST JOHN THE BAPTIST,30.04,-90.63,325199,C,Chemicals,"40,258.55","40,216.90",19.00,22.65,,,,,,,,,,"40,258.55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1000297,110000336100,EVONIK CORPORATION,CHESTER,PA,19013,1200 W. FRONT ST.,DELAWARE COUNTY,39.84,-75.37,325180,C,Chemicals,"33,485.62","33,451.10",15.75,18.77,,,,,,,,,,"33,485.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005340,110024586544,EVONIK CORPORATION,ETOWAH,TN,37331,131 County Road 875,MCMINN COUNTY,35.27,-84.54,325180,C,Chemicals,"48,079.31","48,028.00",23.00,28.31,,,,,,,,,,"48,079.31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1007041,110017408296,EVONIK CORPORATION,THEODORE,AL,36582,4201 EVONIK RD,MOBILE COUNTY,30.52,-88.14,325199,C,Chemicals,"198,782.05","198,577.10",93.50,111.45,,,,,,,,,,"198,782.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004833,110000404296,EVONIK CORPORATION TIPPECANOE LABORATORIES,LAFAYETTE,IN,47909,1650 LILLY RD,TIPPECANOE COUNTY,40.39,-86.94,325411,C,Chemicals,"75,840.86","75,762.50",35.75,42.61,,,,,,,,,,"75,840.86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1009679,110055517524,EW 826 A (Complex ID # 23800),Offshore,LA,00000,,,28.16,-90.36,211120,"C,W-OFFSH",Petroleum and Natural Gas Systems,"33,981.92","19,288.80","14,681.50",11.62,,,,,,,,,,"19,306.52",,,,,,,,,,,,,,,,,,14675.4,,,,,,,,,,,,,,,,,,,N,N,N
1010282,110055520191,EW 921 A (Morpeth),Offshore,LA,00000,,,28.03,-90.02,211130,"C,W-OFFSH",Petroleum and Natural Gas Systems,"15,452.48","13,451.60","1,990.75",10.13,,,,,,,,,,"13,404.03",,,,,,,,,,,,,,,,,,2048.448,,,,,,,,,,,,,,,,,,,N,N,N
1004345,110000397712,EXIDE CORP,MUNCIE,IN,47302,2601 W MT PLEASANT BLVD,DELAWARE COUNTY,40.16,-85.42,331492,"C,R",Metals,"48,905.32","48,873.60",11.75,19.97,,,,,,,,,,"22,958.02",,,,,,,,,,,,,"25,947.30",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004989,110017984608,EXIDE TECHNOLOGIES-CANON HOLLOW,FOREST CITY,MO,64451,25102 Exide Drive,HOLT,40.03,-95.23,331492,"C,R",Metals,"25,193.63","25,188.70",2.25,2.68,,,,,,,,,,"6,319.23",,,,,,,,,,,,,"18,874.40",,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1007643,110043804185,EXXONMOBIL BATON ROUGE REFINERY AND CHEMICAL PLANT,BATON ROUGE,LA,70805,4045 SCENIC HWY,EAST BATON ROUGE PARISH,30.48,-91.17,324110,"C,MM-REF,X,Y","Chemicals,Petroleum Product Suppliers,Refineries","6,379,673.84","6,344,879.70","19,274.00","15,520.14",,,,,,,,,,"4,471,479.07",,,,,,,,,,,,,,,,,,,,,,,,"35,639.54","1,872,555.23",,,,,,,,,,,,N,N,N
1007542,110000463178,EXXONMOBIL Bt Site,BAYTOWN,TX,77520,5000 Bayway Dr,HARRIS COUNTY,29.74,-95.02,324110,"C,MM-REF,X,Y","Chemicals,Petroleum Product Suppliers,Refineries","10,724,711.45","10,666,655.30","31,101.75","26,954.40",,,,,,,,,,"8,880,175.02",,,,,,,,,,,,,,,,,,,,,,,,"31,291.72","1,813,244.71",,,,,,,,,,,,N,N,N
1003484,110012817354,EXXONMOBIL CHEMICAL CO - BATON ROUGE PLASTICS PLANT,BATON ROUGE,LA,70807,11675 SCOTLAND ZACHARY HIGHWAY,EAST BATON ROUGE PARISH,30.55,-91.18,325211,C,Other,"81,049.04","80,965.20",38.25,45.59,,,,,,,,,,"81,049.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006801,110000450011,EXXONMOBIL CHEMICAL CO - BATON ROUGE POLYOLEFINS PLANT,BATON ROUGE,LA,70807,12875 NORTH SCENIC HIGHWAY,EAST BATON ROUGE,30.56,-91.21,325211,C,Other,"79,343.42","79,147.90",71.25,124.27,,,,,,,,,"22,120.80","79,343.42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006274,110000463702,EXXONMOBIL CHEMICAL MONT BELVIEU PLASTICS PLANT,MONT BELVIEU,TX,77580,13330 HATCHERVILLE RD.,CHAMBERS COUNTY,29.87,-94.91,325211,C,Other,"79,008.75","78,927.10",37.25,44.40,,,,,,,,,,"79,008.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006068,110000595339,EXXONMOBIL OIL JOLIET REFINERY,CHANNAHON,IL,60410,25915 SE FRONTAGE ROAD,WILL COUNTY,41.42,-88.18,324110,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries","2,493,379.70","2,480,068.90","6,732.75","6,578.05",,,,,,,,,,"1,445,656.06",,,,,,,,,,,,,,,,,,,,,,,,,"1,047,723.64",,,,,,,,,,,,N,N,N
1010341,110055520495,Eagle,Comfort,WV,25049,235 Joes Branch Road,BOONE COUNTY,38.11,-81.57,212112,FF,Other,"26,041.50",,"26,041.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26,041.50",,,,,,N,N,N
1000254,110000875367,Eagle Natrium LLC - Natrium Plant,Proctor,WV,26055,"15696 Energy Road, State Route 2",Marshall,39.75,-80.85,325180,C,Chemicals,"459,505.94","459,038.50",213.25,254.19,,,,,,,,,,"459,505.94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1001248,110046445548,Eagle Point Power Generation,WESTVILLE,NJ,08093,1250 Crown Point Road,Gloucester,39.87,-75.16,221112,D,Power Plants,"249,818.57","249,563.40",116.00,139.17,,,,,,,,,,,"249,818.57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1008459,110000494894,Eagle US 2 LLC,WESTLAKE,LA,70669,1300 PPG Drive,CALCASIEU PARISH,30.22,-93.28,325199,"C,D,X","Chemicals,Power Plants","2,962,653.76","2,959,621.90","1,379.75","1,652.11",,,,,,,,,,"1,485,294.61","1,456,054.00",,,,,,,,,,,,,,,,,,,,,,,"21,305.15",,,,,,,,,,,,,N,N,N
1011681,110063744998,Eagle Valley Clean Energy,Gypsum,CO,81637,10775 HWY 6,EAGLE COUNTY,39.65,-106.94,221117,C,Power Plants,"1,532.98",6.40,219.25,"1,307.33",,,,,,,,,"114,298.00","1,532.98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1010118,110055519372,Eagle-1 Gas Plant,Edna,TX,77957,,JACKSON,29.14,-96.66,211130,"C,W-PROC",Petroleum and Natural Gas Systems,"104,224.68","100,355.00","3,822.00",47.68,,,,,,,,,,"77,680.81",,,,,,,,,,,,,,,,,,,26543.872,,,,,,,,,,,,,,,,,,N,N,N
1001570,110010507317,Earl F Wisdom,SPENCER,IA,51301,3365 165 AVE,Clay,43.16,-95.26,221112,"C,D",Power Plants,"17,494.73","17,476.10",8.50,10.13,,,,,,,,,,12.20,"17,482.53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002779,110032895446,East Bay Central Facility,New Orleans,LA,70170,,PLAQUEMINES PARISH,29.05,-89.31,211120,C,Petroleum and Natural Gas Systems,"67,401.35","67,332.30",31.50,37.55,,,,,,,,,,"67,401.35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1001006,110006497585,East Bend,UNION,KY,41100,6293 BEAVER RD,Boone,38.90,-84.85,221112,D,Power Plants,"2,952,143.67","2,928,490.10","8,652.25","15,001.32",,,,,,,,,,,"2,952,143.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005502,110000606158,"East Dubuque Nitrogen Fertilizers, LLC",EAST DUBUQUE,IL,61025,16675 HIGHWAY 20 WEST,JO DAVIESS,42.44,-90.56,325311,"C,G,PP,V","Chemicals,Suppliers of CO2","822,930.72","687,356.50",128.75,"135,445.47",,,,,,,,,,"273,534.92",,,,"414,103.80",,,,,,,,,,,,,"135,292.00",,,,,,,,,,,,,,,,,,,,Y,Y,N
1011464,110054101716,East Regional Landfill,Bennett,CO,80102,8201 Schumaker Road,ADAMS,39.84,-104.49,562212,HH,Waste,"37,613.75",,"37,613.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37,613.75",,,,N,N,N
1000761,110000322623,East River,NEW YORK,NY,10009,801 EAST 14TH ST,New York,40.73,-73.97,221330,"C,D",Power Plants,"2,003,208.14","2,001,070.40",952.00,"1,185.74",,,,,,,,,,"66,096.32","1,937,111.82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1012675,110054184057,East Toyah Gas Processing Plant,Pecos,TX,79772,49 County Road 419,REEVES COUNTY,31.36,-103.69,211130,"C,W-PROC",Petroleum and Natural Gas Systems,"118,698.81","118,352.50",280.75,65.56,,,,,,,,,,"115,415.42",,,,,,,,,,,,,,,,,,,3283.394,,,,,,,,,,,,,,,,,,N,N,N
1013159,,Eastern Laramie County Solid Waste Disposal District,Burns,WY,82053,4990 CR 216,,41.23,-104.34,562212,HH,Waste,"3,902.75",,"3,902.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,902.75",,,,N,N,N
1005464,110007275046,Eastern Michigan University,Ypsilanti,MI,48197,812 Oakwood,WASHTENAW,42.25,-83.63,611310,C,Other,"38,000.41","37,961.50",17.75,21.16,,,,,,,,,,"38,000.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004330,110003547831,Eastern Sanitary Landfill Solid Waste Management Facility,White Marsh,MD,21162,6257 Days Cove Road,BALTIMORE COUNTY,39.40,-76.40,562212,"C,HH",Waste,"77,418.15",95.60,"77,322.25",0.30,,,,,,,,,,95.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77,322.25",,,,N,N,N
1006952,110000386332,Eastlake,EASTLAKE,OH,44095,10 ERIE ROAD,Lake,41.67,-81.44,221112,C,Power Plants,191.45,190.60,0.25,0.60,,,,,,,,,,191.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1011676,110017966218,Eastlake Sanitary Landfill,Clearlake,CA,95422,16015 Davis Ave,LAKE,38.95,-122.61,562212,HH,Waste,"13,148.75",,"13,148.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,148.75",,,,N,N,N
1007438,110000743704,Eastman Chemical - Texas Operations,LONGVIEW,TX,75602,300 KODAK BLVD,Harrison,32.45,-94.69,325199,"C,D,TT,X","Chemicals,Power Plants,Waste","2,090,738.49","2,079,654.80","7,632.25","3,451.44",,,,,,,,,,"802,894.74","1,245,760.58",,,,,,,,,,,,,,,,,,,,,,,"38,221.41",,,,,,,,,,,,"3,861.75",N,N,N
1000232,110000574423,Eastman Chemical Company,KINGSPORT,TN,37662,EASTMAN ROAD AND LINCOLN ST,Sullivan,36.52,-82.54,325211,"C,TT,X","Chemicals,Waste","4,150,771.76","3,899,290.30","239,720.00","11,761.46",,,,,,,,,"74,043.80","3,578,220.36",,,,,,,,,,,,,,,,,,,,,,,,"339,811.90",,,,,,,,,,,,"232,739.50",N,N,N
1001963,110000583057,"Eastman Chemical Resins, Inc. - Jefferson Site",West Elizabeth,PA,15088,2200 State Route 837,ALLEGHENY COUNTY,40.27,-79.90,325211,C,Other,"29,626.69","29,596.00",14.00,16.69,,,,,,,,,,"29,626.69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004957,110000463864,Eastman Chemical Texas City Operations,Texas City,TX,77590,201 Bay Street South,GALVESTON COUNTY,29.38,-94.89,325110,C,Chemicals,"42,446.77","42,392.60",20.50,33.67,,,,,,,,,,"42,446.77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1007858,110005067729,Eastside/Texas,Fort Worth,TX,76103,5300 E. First Street,TARRANT COUNTY,32.77,-97.26,562212,HH,Waste,"30,661.00",,"30,661.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,661.00",,,,N,N,N
1008013,110000330632,Ebensburg Power Company,Ebensburg,PA,15931,2840 New Germany Road,Cambria,40.46,-78.75,221112,"C,D",Power Plants,"552,936.70","548,330.80","1,685.50","2,920.40",,,,,,,,,,2.90,"552,933.80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003142,110055508124,Echo Springs Compressor Station,Sweetwater County,WY,82301,,SWEETWATER,41.72,-107.79,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,"23,631.21","22,614.90","1,003.50",12.81,,,,,,,,,,"22,637.76",,,,,,,,,,,,,,,,,,,,993.45,,,,,,,,,,,,,,,,,N,N,N
1002239,110012816462,Echo Springs Gas Plant,Wamsutter,WY,82336,,CARBON COUNTY,41.65,-107.82,211130,"C,W-PROC",Petroleum and Natural Gas Systems,"522,066.91","512,701.70","9,180.75",184.46,,,,,,,,,,"307,800.54",,,,,,,,,,,,,,,,,,,214266.372,,,,,,,,,,,,,,,,,,N,N,N
1000682,110000408531,Eckert Station,LANSING,MI,48910,601 ISLAND AVE,Ingham,42.72,-84.56,221112,"C,D",Power Plants,"764,149.33","759,891.10","1,581.00","2,677.23",,,,,,,,,,"13,002.10","751,147.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003003,110000450100,Eco Services Baton Rouge Site,BATON ROUGE,LA,70807,1301 AIRLINE HWY.,EAST BATON ROUGE PARISH,30.51,-91.18,325180,C,Chemicals,"39,546.85","39,506.30",18.50,22.05,,,,,,,,,,"39,546.85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1011487,110061790806,"Eco-Safe Systems, LLC",Blountville,TN,37617,385 Harr Lane,SULLIVAN COUNTY,36.56,-82.35,562212,"C,HH",Waste,"1,789.75",4.50,"1,785.25",,,,,,,,,,,4.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,785.25",,,,N,N,N
1011896,110067409959,Ector County Energy Center,Goldsmith,TX,79741,8200 OB Holt Road,,32.07,-102.59,221112,"C,D",Power Plants,"295,003.21","294,704.00",136.50,162.71,,,,,,,,,,193.20,"294,810.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1000898,110000817493,Eddystone Generating Station,EDDYSTONE,PA,19022,#1 INDUSTRIAL HWY,Delaware,39.86,-75.32,221112,"C,D",Power Plants,"52,294.00","52,172.30",39.75,81.95,,,,,,,,,,"12,317.76","39,976.24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1001477,110000338821,Edge Moor,WILMINGTON,DE,19809,200 HAY ROAD,New Castle,39.74,-75.50,221112,"C,D",Power Plants,"223,265.44","222,918.20",130.00,217.24,,,,,,,,,,"3,695.73","219,569.71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006390,110000802640,Edgeboro Landfill,East Brunswick,NJ,08816,,MIDDLESEX COUNTY,40.47,-74.39,562212,HH,Waste,"80,119.25",,"80,119.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"80,119.25",,,,N,N,N
1000231,110022568531,"Edgecombe Genco, LLC",BATTLEBORO,NC,27809,6358 OLD BATTLEBORO RD 27809,Edgecombe,36.04,-77.75,221112,D,Power Plants,"160,696.72","159,409.20",471.00,816.52,,,,,,,,,,,"160,696.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1001581,110043972369,Edgemere Landfill,Far Rockaway,NY,11691,51st and Almeda Street,QUEENS,40.60,-73.76,562212,HH,Waste,"34,461.00",,"34,461.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34,461.00",,,,N,N,N
1000983,110000416871,Edgewater (4050),SHEBOYGAN,WI,53802,3739 LAKESHORE DR,Sheboygan,43.72,-87.71,221112,D,Power Plants,"3,442,632.59","3,424,591.50",904.00,"17,137.09",,,,,,,,,,,"3,442,632.59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1000267,110014360057,Edgewood Energy,BRENTWOOD,NY,11717,WEST END CAMPUS ROAD,Suffolk,40.79,-73.29,221112,D,Power Plants,"61,781.27","61,718.80",28.50,33.97,,,,,,,,,,,"61,781.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1001392,110001971439,Edward L Addison Generating Plant,THOMASTON,GA,30286,95 Edward L Addison Parkway,Upson,32.91,-84.31,221112,D,Power Plants,"212,896.13","212,645.70",106.50,143.93,,,,,,,,,,,"212,896.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1001541,110000403377,Edwardsport,EDWARDSPORT,IN,47500,15400 VILLWOCK RD,Knox,38.81,-87.25,221112,"C,D",Power Plants,"3,195,811.33","3,194,107.60",777.25,926.48,,,,,,,,,,"103,776.66","3,092,034.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1000811,110012143493,"Effingham County Power, LLC",RINCON,GA,31326,3440 MCCALL ROAD,Effingham,32.28,-81.28,221112,"C,D",Power Plants,"722,755.82","722,021.50",335.00,399.32,,,,,,,,,,366.85,"722,388.97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1012749,110069222193,"Eight Flags Energy, LLC",Fernandina Beach,FL,32034,22 Gum Street,NASSAU COUNTY,30.66,-81.47,221112,C,Power Plants,"95,985.79","95,886.60",45.25,53.94,,,,,,,,,,"95,985.79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1011829,110060284552,Eklutna Generation Station,Chugiak,AK,99567,28705 Dena'ina Elders Road,MATANUSKA-SUSITNA BOROUGH,61.48,-149.15,221112,C,Power Plants,"278,923.41","278,627.70",133.00,162.71,,,,,,,,,,"278,923.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1001454,110002672484,El Centro,EL CENTRO,CA,92243,485 E VILLA AVE,Imperial,32.80,-115.54,221112,D,Power Plants,"325,645.34","325,314.90",150.75,179.69,,,,,,,,,,,"325,645.34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002473,110034733518,El Centro Landfill,Robstown,TX,78380,3189 SR 69 and County Road 30,NUECES COUNTY,27.72,-97.65,562212,HH,Waste,"59,676.75",,"59,676.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59,676.75",,,,N,N,N
1007630,110043784492,El Coqui Landfill,Humacao,PR,00791,"Road #3, Int. 923, KM 1.7, Bo. Buena Vista",HUMACAO,18.13,-65.81,562212,HH,Waste,"154,542.75",,"154,542.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"154,542.75",,,,N,N,N
1000431,110000520213,El Segundo,EL SEGUNDO,CA,90245,301 VISTA DEL MAR,Los Angeles,33.91,-118.43,221112,D,Power Plants,"485,608.75","485,116.10",224.75,267.90,,,,,,,,,,,"485,608.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002020,110041205692,Elanco Clinton Laboratories,CLINTON,IN,47842,10500 S ST RD 63,VERMILLION COUNTY,39.73,-87.39,325411,C,Chemicals,"70,737.38","70,664.50",33.25,39.63,,,,,,,,,,"70,737.38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1000622,110001137680,Electric Glass Fiber America LLC,CHESTER,SC,29706,1497 LANCASTER HIGHWAY,CHESTER COUNTY,34.73,-81.14,327212,"C,N",Minerals,"20,641.40","20,626.60",6.75,8.05,,,,,,,,,,"14,027.00",,,,,,,,,"6,614.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002322,110000346082,"Electric Glass Fiber America, LLC",LEXINGTON,NC,27292,473 NEW JERSEY CHURCH ROAD,DAVIDSON COUNTY,35.76,-80.28,327212,"C,N",Minerals,"38,799.72","38,765.20",15.75,18.77,,,,,,,,,,"33,255.12",,,,,,,,,"5,544.60",,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1000521,110018865682,Electrifarm,WATERLOO,IA,50701,3233 WEST SHAULIS RD,Black Hawk,42.44,-92.42,221112,C,Power Plants,"6,728.92","6,721.80",3.25,3.87,,,,,,,,,,"6,728.92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1000817,110001229796,"Elgin Energy Center, LLC",ELGIN,IL,60120,1559 GIFFORD ROAD,Cook,42.00,-88.24,221112,"C,D",Power Plants,"145,814.83","145,658.10",71.50,85.23,,,,,,,,,,111.70,"145,703.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1013287,110063892499,Elite Octane,Atlantic,IA,50022,60502 Glacier Road,CASS COUNTY,41.42,-95.03,325193,C,Other,"84,123.68","84,037.10",39.50,47.08,,,,,,,,,,"84,123.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1000312,110001890053,Elizabeth River Combustion Turbine Sta,CHESAPEAKE,VA,23323,2837 SOUTH MILITARY HWY,Chesapeake (City),36.77,-76.31,221112,D,Power Plants,"174,739.75","174,463.90",104.50,171.35,,,,,,,,,,,"174,739.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
