Summary data collected by the Greenhouse Gas Reporting Program for 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This data was reported to EPA by facilities as of 8/04/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All emissions data is presented in units of metric tons of carbon dioxide equivalent using GWP's from IPCC's AR4 (see FAQs tab),,,,,,,,,,,,,,Total Facility Emissions by Gas,,,,,,,,,,,,Emissions by Process,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility Id,FRS Id,Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Industry Type (sectors),Total reported direct emissions,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions ,HFC emissions,PFC emissions,SF6 emissions ,NF3 emissions,Other Fully Fluorinated GHG emissions,HFE emissions,Very Short-lived Compounds emissions,Other GHGs (metric tons CO2e),Biogenic CO2 emissions (metric tons),Stationary Combustion,Electricity Generation,Adipic Acid Production,Aluminum Production,Ammonia Manufacturing,Cement Production,Electronics Manufacture,Ferroalloy Production,Fluorinated GHG Production,Glass Production,HCFC–22 Production from HFC–23 Destruction,Hydrogen Production,Iron and Steel Production,Lead Production,Lime Production,Magnesium Production,Miscellaneous Use of Carbonates,Nitric Acid Production,Petroleum and Natural Gas Systems – Offshore Production,Petroleum and Natural Gas Systems – Processing,Petroleum and Natural Gas Systems – Transmission/Compression,Petroleum and Natural Gas Systems – Underground Storage,Petroleum and Natural Gas Systems – LNG Storage,Petroleum and Natural Gas Systems – LNG Import/Export,Petrochemical Production,Petroleum Refining,Phosphoric Acid Production,Pulp and Paper Manufacturing,Silicon Carbide Production,Soda Ash Manufacturing,Titanium Dioxide Production,Underground Coal Mines,Zinc Production,Municipal Landfills,Industrial Wastewater Treatment,Manufacture of Electric Transmission and Distribution Equipment,Industrial Waste Landfills,Is some CO2 collected on-site and used to manufacture other products and therefore not emitted from the affected manufacturing process unit(s)? (as reported under Subpart G or S),"Is some CO2 reported as emissions from the affected manufacturing process unit(s) under Subpart AA, G or P collected and transferred off-site or injected (as reported under Subpart PP)?",Does the facility employ continuous emissions monitoring? 
1001564,110000415827,Muscatine,MUSCATINE,IA,52761,3205 CEDAR ST,Muscatine,41.39,-91.06,221112,"C,D,DD","Other,Power Plants","1,240,893.99","1,232,917.30","2,290.25","5,686.44",,,,,,,,,,"41,378.86","1,199,515.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1000860,110000860854,Muskogee,FORT GIBSON,OK,74434,5501 THREE FORKS ROAD,Muskogee,35.76,-95.28,221112,D,Power Plants,"4,225,953.75","4,196,852.40","10,648.00","18,453.35",,,,,,,,,,,"4,225,953.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006566,110009432417,Mustang,OKLAHOMA CITY,OK,73127,501 MUSTANG PLANT RD,Canadian,35.47,-97.67,221112,"C,D",Power Plants,"416,451.66","416,029.70",192.50,229.46,,,,,,,,,,628.10,"415,823.56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1001305,110031504959,Mustang Station,DENVER CITY,TX,79323,1937 COUNTY ROAD 390,Yoakum,32.97,-102.74,221112,"C,D",Power Plants,"896,475.63","895,565.40",415.25,494.98,,,,,,,,,,20.60,"896,455.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1000470,110070081759,"Mustang Station Units 4, 5 & 6",DENVER CITY,TX,79323,1937 COUNTY ROAD 390,Yoakum,32.97,-102.74,221112,"C,D",Power Plants,"575,994.72","575,410.00",266.75,317.97,,,,,,,,,,5.00,"575,989.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1000653,110000310841,Mystic,CHARLESTOWN,MA,02129,173 ALFORD ST,Middlesex,42.39,-71.07,221112,"C,D",Power Plants,"1,941,333.12","1,939,066.20",966.75,"1,300.17",,,,,,,,,,"3,485.68","1,937,847.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005930,110070081931,NAN YA PLASTICS CORPORATION AMERICA SOUTH CAROLINA PLANT,LAKE CITY,SC,29560,140 BEULAH RD.,WILLIAMSBURG COUNTY,33.79,-79.73,325211,C,Other,"174,534.11","174,318.40",90.25,125.46,,,,,,,,,,"174,534.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1012978,110070058564,NASA - Lyndon B. Johnson Space Center,Houston,TX,77058,2101 NASA Parkway,HARRIS COUNTY,29.55,-95.09,927110,C,Other,"50,290.96","50,238.90",23.75,28.31,,,,,,,,,,"50,290.96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1000197,110011457538,NATIONAL BEEF PACKING CO L.L.C.,DODGE CITY,KS,67801,2000 EAST TRAIL STREET,FORD COUNTY,37.75,-99.99,311611,C,Other,"68,740.09","68,669.40",32.25,38.44,,,,,,,,,,"68,740.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006690,110009969677,NATIONAL BEEF PACKING CO L.L.C.,LIBERAL,KS,67901,1501 EAST 8TH STREET,SEWARD,37.05,-100.90,311611,C,Other,"71,215.83","71,142.10",33.50,40.23,,,,,,,,,57.40,"71,215.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006642,110000601180,NATIONAL CEMENT CO OF CALIFORNIA INC,Lebec,CA,93243,,KERN COUNTY,34.82,-118.75,327310,"C,H",Minerals,"807,060.31","803,421.30","1,376.00","2,263.01",,,,,,,,,"23,515.00","2,400.04",,,,,"804,660.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1007985,110056970167,NATIONAL CEMENT COMPANY INC.,RAGLAND,AL,35131,80 NATIONAL CEMENT DR.,ST. CLAIR COUNTY,33.73,-86.16,327310,C,Minerals,"888,377.11","887,577.20",294.50,505.41,,,,,,,,,"1,101.80","888,377.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006704,110001525779,NATIONAL GYPSUM,BURLINGTON,NJ,08016,1818 RIVER ROAD,BURLINGTON COUNTY,40.10,-74.83,327420,C,Minerals,"32,163.03","32,129.60",15.25,18.18,,,,,,,,,,"32,163.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006248,110001251797,NATIONAL GYPSUM,BALTIMORE,MD,21224,2301 SOUTH NEWKIRK STREET,BALTIMORE CITY,39.26,-76.56,327420,C,Minerals,"95,719.84","95,621.20",45.00,53.64,,,,,,,,,,"95,719.84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002717,110001522530,NATIONAL GYPSUM WALLBOARD PLANT,PORTSMOUTH,NH,03801,9 MICHAEL J SUCCI DR,ROCKINGHAM COUNTY,43.09,-70.77,327420,C,Minerals,"36,398.51","36,360.70",17.25,20.56,,,,,,,,,,"36,398.51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1007520,110001368831,NATIONAL SERV-ALL LANDFILL,FORT WAYNE,IN,46809,6231 MACBETH RD,ALLEN,41.03,-85.22,562212,"C,HH",Waste,"82,752.09",281.70,"82,469.50",0.89,,,,,,,,,,282.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"82,469.25",,,,N,N,N
1007972,110000472630,"NAVAJO REFINING COMPANY, LLC - Artesia Refinery",ARTESIA,NM,88210,501 East Main Street,EDDY COUNTY,32.85,-104.39,324110,"C,MM-REF,P,Y","Chemicals,Petroleum Product Suppliers,Refineries","793,726.06","785,601.60","6,687.50","1,436.96",,,,,,,,,,"365,422.24",,,,,,,,,,,"143,132.90",,,,,,,,,,,,,,"285,170.91",,,,,,,,,,,,N,N,N
1007771,110043786114,"NAVAJO REFINING COMPANY, LLC - LOVINGTON REFINERY",LOVINGTON,NM,88260,7406 S. Main,LEA,32.98,-103.45,324110,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries","163,840.55","162,494.50","1,241.75",104.30,,,,,,,,,,"153,180.76",,,,,,,,,,,,,,,,,,,,,,,,,"10,659.79",,,,,,,,,,,,N,N,N
1005679,110028896167,NAVAL RESEARCH LABORATORY,WASHINGTON,DC,20375,4555 OVERLOOK AVE. SW,DISTRICT OF COLUMBIA,38.82,-77.02,928110,C,Other,"22,901.88","22,872.60",12.00,17.28,,,,,,,,,,"22,901.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006190,110000888736,NAVISTAR INC,MELROSE PARK,IL,60160,10400 WEST NORTH AVENUE,COOK COUNTY,41.91,-87.88,333618,C,Other,"18,289.39","18,262.80",10.50,16.09,,,,,,,,,,"18,289.39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1000459,110040566982,NCEMC Anson Plant,LILESVILLE,NC,28091,600 BLEWETT FALLS ROAD,Anson,34.97,-79.92,221112,"C,D",Power Plants,"221,141.02","220,876.10",111.75,153.17,,,,,,,,,,17.10,"221,123.92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1000462,110022483258,NCEMC Hamlet Plant,HAMLET,NC,28345,162 COOPERATIVE WAY,Richmond,34.84,-79.74,221112,"C,D",Power Plants,"94,087.53","93,967.90",49.00,70.63,,,,,,,,,,17.40,"94,070.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1010979,110043532371,NCIRSWA Sanitary Landfill,Fort Dodge,IA,50501,2240 S. 22nd St.,WEBSTER,42.49,-94.17,562212,HH,Waste,"47,482.75",,"47,482.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"47,482.75",,,,N,N,N
1005699,110041148718,NCSU CENTRAL HEAT PLANT,RALEIGH,NC,27695,2815 CATES AVENUE,WAKE COUNTY,35.78,-78.68,611310,C,Other,"95,417.43","95,307.10",47.75,62.58,,,,,,,,,,"95,417.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005422,110000344958,ND Fairmont LLC,FAIRMONT,WV,26554,702 AFR DRIVE,MARION COUNTY,39.50,-80.13,322110,C,Pulp and Paper,"40,032.80","39,991.70",18.75,22.35,,,,,,,,,,"40,032.80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003327,110000573692,ND PAPER INC - BIRON DIVISION,BIRON,WI,54494,621 NORTH BIRON DR,WOOD COUNTY,44.43,-89.78,322121,C,Pulp and Paper,"185,999.82","183,675.10",748.00,"1,576.72",,,,,,,,,"189,893.20","185,999.82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006366,110058114776,ND Paper Inc - Rumford Division,RUMFORD,ME,04276,35 HARTFORD ST,OXFORD COUNTY,44.55,-70.54,322121,"AA,C",Pulp and Paper,"516,100.07","502,269.30","4,499.50","9,331.27",,,,,,,,,"1,064,017.20","464,201.05",,,,,,,,,,,,,,,,,,,,,,,,,,,"51,899.02",,,,,,,,,,N,N,N
1005282,110039636196,"NE MS SW MGT AUTHORITY, NE MS REG LF",WALNUT,MS,38683,2941 COUNTY ROAD 302,TIPPAH,34.93,-88.90,562212,HH,Waste,"229,403.25",,"229,403.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"229,403.25",,,,N,N,N
1004052,110006529514,NEAL ROAD RECYCLING AND WASTE FACILITY,PARADISE,CA,95969,1023 NEAL ROAD,BUTTE COUNTY,39.68,-121.73,562212,HH,Waste,"14,936.75",,"14,936.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,936.75",,,,N,N,N
1004885,110000423453,NEENAH FOUNDRY CO PLTS 2 & 3,NEENAH,WI,54956,2121 BROOKS AVENUE,WINNEBAGO COUNTY,44.16,-88.47,331511,C,Metals,"75,060.68","74,653.30",150.50,256.88,,,,,,,,,,"75,060.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005293,110000850945,NEENAH PAPER INC - WHITING MILL,STEVENS POINT,WI,54481,3243 WHITING ROAD,PORTAGE COUNTY,44.48,-89.57,322121,C,Pulp and Paper,"52,582.95","52,528.70",24.75,29.50,,,,,,,,,,"52,582.95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005838,110000412447,NEENAH PAPER MICHIGAN INC,MUNISING,MI,49862,501 EAST MUNISING AVENUE,ALGER COUNTY,46.41,-86.65,322121,C,Pulp and Paper,"125,929.59","124,962.10",354.50,612.99,,,,,,,,,,"125,929.59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005559,110009786124,NEMAK USA INC,DICKSON,TN,37055,1635 OLD COLUMBIA ROAD,DICKSON COUNTY,36.05,-87.34,331524,C,Metals,"32,352.43","32,319.00",15.25,18.18,,,,,,,,,,"32,352.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005547,110057743269,NEMAK USA INC,SYLACAUGA,AL,35150,2170 OLD SYLACAUGA HIGHWAY,TALLADEGA COUNTY,33.21,-86.28,331523,C,Metals,"15,903.94","15,887.50",7.50,8.94,,,,,,,,,,"15,903.94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004687,110006728531,NESTLE PURINA PET CARE CO,BLOOMFIELD,MO,63825,22450 EAST ST HWY Y,STODDARD,36.96,-89.87,212325,C,Other,"59,597.77","59,534.40",28.50,34.87,,,,,,,,,,"59,597.77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006741,110020672155,NESTLE PURINA PET CARE CO - GOLDEN PRODUCTS DIVISI,KING WILLIAM,VA,23086,931 DUNLUCE RD,KING WILLIAM,37.72,-77.12,212325,C,Other,"50,145.01","50,093.50",23.50,28.01,,,,,,,,,,"50,145.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1001562,110000320634,NESTLE USA INC,FREEHOLD,NJ,07728,61 JERSEYVILLE AVENUE,MONMOUTH COUNTY,40.25,-74.27,311920,C,Other,"36,661.51","36,623.70",17.25,20.56,,,,,,,,,,"36,661.51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004174,110000918179,NEVADA CEMENT COMPANY,FERNLEY,NV,89408,,LYON COUNTY,39.62,-119.26,327310,"C,H",Minerals,"410,471.28","408,951.60",556.25,963.43,,,,,,,,,,"196,338.28",,,,,"214,133.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003028,110018854863,NEW BATH LANDFILL,BATH,NY,14810,,STEUBEN,42.32,-77.38,562212,"C,HH",Waste,"12,712.55",80.00,"12,632.25",0.30,,,,,,,,,,80.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,632.25",,,,N,N,N
1007670,110014407935,NEW BOSTON LANDFILL,NEW BOSTON,TX,75570,1030 HIGHWAY 82 WEST,BOWIE,33.46,-94.43,562212,"C,HH",Waste,"34,704.20",37.70,"34,666.50",,,,,,,,,,,37.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34,666.50",,,,N,N,N
1006028,110015851167,"NEW GEORGIA LANDFILL, BIRMINGHAM",BIRMINGHAM,AL,35217,2500 47TH AVENUE NORTH,JEFFERSON COUNTY,33.57,-86.77,562212,HH,Waste,"134,427.50",,"134,427.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"134,427.50",,,,N,N,N
1006119,110018631248,NEW HANOVER COUNTY SECURE LANDFILL,WILMINGTON,NC,28401,5210 U S HIGHWAY 421 NORTH,NEW HANOVER COUNTY,34.32,-77.99,562212,HH,Waste,"199,091.75",,"199,091.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"199,091.75",,,,N,N,N
1006560,110012338684,NEW HOPE POWER COMPANY,SOUTH BAY,FL,33493,8001 HIGHWAY 27 SOUTH,PALM BEACH COUNTY,26.58,-80.75,221117,C,Power Plants,"61,852.88","47,739.00","5,506.75","8,607.13",,,,,,,,,"810,106.20","61,852.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005544,110042056404,NEW MEXICO STATE UNIVERSITY CAMPUS,LAS CRUCES,NM,88003,1620 Standley Drive ARC-C-Room 109,DONA ANA,32.29,-106.73,611310,C,Other,"30,402.04","30,370.80",14.25,16.99,,,,,,,,,,"30,402.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002888,110023154931,NEW NGC INC (DBA NATIONAL GYPSUM CO),MOUNT HOLLY,NC,28120,1725 DRYWALL DR,GASTON,35.32,-81.00,327420,C,Minerals,"87,606.32","87,515.90",41.25,49.17,,,,,,,,,,"87,606.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006231,110013287219,NEW NGC INC D/B/A NATIONAL GYPSUM CO,FORT DODGE,IA,50501,1584 SOUTH 22ND STREET,WEBSTER COUNTY,42.49,-94.17,327420,C,Minerals,"41,172.24","41,129.50",19.50,23.24,,,,,,,,,,"41,172.24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002706,110002128402,NEW NGC INC D/B/A NATIONAL GYPSUM CO,MEDICINE LODGE,KS,67104,1218 SOUTHWEST MILL ROAD,BARBER COUNTY,37.28,-98.59,327420,C,Minerals,"46,486.72","46,438.50",22.00,26.22,,,,,,,,,,"46,486.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002741,110040897269,NEW NGC INC. DBA NATIONAL GYPSUM CO.,SHOALS,IN,47581,9720 US HIGHWAY 50,MARTIN COUNTY,38.66,-86.76,327420,C,Minerals,"32,668.78","32,634.80",15.50,18.48,,,,,,,,,,"32,668.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1011213,110001187689,NEW NGC Long Beach,Long Beach,CA,90813,1850 Pier B Street,LOS ANGELES COUNTY,33.78,-118.22,327420,C,Minerals,"34,882.87","34,846.70",16.50,19.67,,,,,,,,,,"34,882.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003042,110009077783,"NEW NGC, INC",GIBSONTON,FL,33534,12949 US HIGHWAY 41 SOUTH,HILLSBOROUGH,27.80,-82.37,327420,C,Minerals,"68,659.59","68,588.90",32.25,38.44,,,,,,,,,,"68,659.59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005840,110012044787,NEW PARIS PIKE LDFL,RICHMOND,IN,47374,5242 NEW PARIS PIKE,WAYNE COUNTY,39.86,-84.83,562212,"C,HH",Waste,"28,313.45",51.20,"28,262.25",,,,,,,,,,,51.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28,262.25",,,,N,N,N
1007662,110020678453,NEW RIVER RESOURCE AUTHORITY REGIONAL SOLID WASTE MANAGEMENT FACILITY,DUBLIN,VA,24084,7100 CLOYD'S MOUNTAIN ROAD,PULASKI COUNTY,37.19,-80.67,562212,HH,Waste,"54,453.75",,"54,453.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"54,453.75",,,,N,N,N
1005630,110018854284,NEW RIVER SOLID WASTE ASSOCIATION,RAIFORD,FL,32083,24276 NE 157th Street,UNION,30.09,-82.24,562212,HH,Waste,"71,968.25",,"71,968.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"71,968.25",,,,N,N,N
1004629,110028032386,NEW YORK UNIVERSITY CENTRAL PLANT,NEW YORK,NY,10012,251 MERCER STREET,NEW YORK,40.73,-74.00,611310,C,Other,"78,742.15","78,650.50",39.50,52.15,,,,,,,,,,"78,742.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005970,110014398455,NEWARK AMERICA,FITCHBURG,MA,01420,100 NEWARK WAY,WORCESTER COUNTY,42.56,-71.85,322130,C,Pulp and Paper,"30,173.24","30,142.00",14.25,16.99,,,,,,,,,,"30,173.24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006179,110006533117,NEWBY ISLAND LANDFILL,MILPITAS,CA,95035,1601 DIXON LANDING ROAD,SANTA CLARA COUNTY,37.46,-121.94,562212,HH,Waste,"131,611.00",,"131,611.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"131,611.00",,,,N,N,N
1004028,110005971154,NEWCASTLE LANDFILL,NEWCASTLE,OK,73065,1741 N PORTLAND AVE,MCCLAIN COUNTY,35.26,-97.59,562212,HH,Waste,"35,717.25",,"35,717.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35,717.25",,,,N,N,N
1007029,110001837326,NEWLAND PARK LANDFILL,SALISBURY,MD,21801,6948 BRICK KILN ROAD,WICOMICO COUNTY,38.39,-75.64,562212,HH,Waste,"43,101.75",,"43,101.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43,101.75",,,,N,N,N
1005979,110001203402,NEWMAN & CO,PHILADELPHIA,PA,19135,6101 TACONY STREET,PHILADELPHIA COUNTY,40.01,-75.05,322130,C,Pulp and Paper,"32,024.98","31,992.10",15.00,17.88,,,,,,,,,,"32,024.98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1007540,110001091425,NEWMONT MINING CORP CARLIN SOUTH AREA,CARLIN,NV,89822,6 MILES N. OF CARLIN,EUREKA,40.78,-116.21,212221,C,Other,"77,430.90","77,349.20",37.00,44.70,,,,,,,,,,"77,430.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005261,110006537051,NEWSVT LANDFILL,Coventry,VT,05855,21 Landfill Lane,ORLEANS COUNTY,44.91,-72.22,562212,"C,HH",Waste,"62,630.25",73.70,"62,556.25",0.30,,,,,,,,,,74.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"62,556.25",,,,N,N,N
1006279,110013937071,NEWTON COUNTY LANDFILL,COVINGTON,GA,30016,205 LOWER RIVER RD,NEWTON COUNTY,33.55,-83.90,562212,HH,Waste,"56,997.25",,"56,997.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"56,997.25",,,,N,N,N
1003691,110006625312,NEWTON COUNTY LANDFILL,BROOK,IN,47922,2266 E 500 SOUTH ROAD,NEWTON,40.93,-87.35,562212,"C,HH",Waste,"187,974.90",190.30,"187,784.00",0.60,,,,,,,,,,190.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"187,784.00",,,,N,N,N
1005754,110000407685,NEXTEER AUTOMOTIVE CORP,SAGINAW,MI,48601,3900 HOLLAND RD.,SAGINAW COUNTY,43.41,-83.88,336330,C,Other,"59,721.52","59,659.60",28.25,33.67,,,,,,,,,,"59,721.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1008740,110043587035,NFGSC BUFFALO STATION,Washington,PA,15301,169 Coffeys Crossing Road,WASHINGTON COUNTY,40.16,-80.34,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,"10,117.74","2,163.80","7,952.75",1.19,,,,,,,,,,"2,164.79",,,,,,,,,,,,,,,,,,,,7952.95,,,,,,,,,,,,,,,,,N,N,N
1008315,110001602481,NFGSC CONCORD STATION,SPRINGVILLE,NY,14141,5510 GENESSEE ROAD,ERIE COUNTY,42.55,-78.78,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,"65,747.01","38,032.30","27,693.25",21.46,,,,,,,,,,"38,066.06",,,,,,,,,,,,,,,,,,,,27680.95,,,,,,,,,,,,,,,,,N,N,N
1001829,110000999812,NFGSC ELLISBURG STATION,Genessee,PA,16923,188 Rose Lake Road,POTTER COUNTY,41.90,-77.91,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,"117,501.85","53,483.30","63,988.75",29.80,,,,,,,,,,"53,513.00",,,,,,,,,,,,,,,,,,,,63988.85,,,,,,,,,,,,,,,,,N,N,N
1012269,110070082217,NFGSC HINSDALE STATION,Hinsdale,NY,14743,4052 Phillips Rd,CATTARAUGUS COUNTY,42.18,-78.39,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,"57,434.20","52,489.70","4,915.00",29.50,,,,,,,,,,"52,543.05",,,,,,,,,,,,,,,,,,,,4891.15,,,,,,,,,,,,,,,,,N,N,N
1008007,110028241748,NFGSC INDEPENDENCE STATION,ANDOVER,NY,14806,2210 COUNTY RD #22,ALLEGANY COUNTY,42.09,-77.78,486210,"C,W-UNSTG",Petroleum and Natural Gas Systems,"38,072.82","6,893.20","31,175.75",3.87,,,,,,,,,,"6,876.12",,,,,,,,,,,,,,,,,,,,,31196.7,,,,,,,,,,,,,,,,N,N,N
1012600,110070082393,NFGSC MERCER COMPRESSOR STATION,Mercer,PA,16137,1249 Greenville Mercer Road,MERCER COUNTY,41.28,-80.27,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,"25,249.70","12,713.30","12,529.25",7.15,,,,,,,,,,"12,724.65",,,,,,,,,,,,,,,,,,,,12525.05,,,,,,,,,,,,,,,,,N,N,N
1009062,110055515802,NFGSC ROYSTONE STATION,SHEFFIELD,PA,16347,1878 ROUTE 6,WARREN COUNTY,41.72,-78.97,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,"32,129.97","9,985.90","22,139.00",5.07,,,,,,,,,,"9,951.52",,,,,,,,,,,,,,,,,,,,22178.45,,,,,,,,,,,,,,,,,N,N,N
1002887,110000744963,NGC INDUSTRIES INC,NEW COLUMBIA,PA,17856,2586 OLD ROUTE 15,UNION COUNTY,41.06,-76.87,322121,C,Pulp and Paper,"39,677.50","39,636.40",18.75,22.35,,,,,,,,,,"39,677.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006813,110007729397,NGC INDUSTRIES INC,PRYOR,OK,74361,4189 HUNT STREET,MAYES,36.25,-95.28,322121,C,Pulp and Paper,"44,290.48","44,245.00",20.75,24.73,,,,,,,,,,"44,290.48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002807,110017435925,NGC INDUSTRIES INC,SHIPPINGPORT,PA,15077,168 SHIPPINGPORT HILL ROAD,BEAVER,40.63,-80.42,327420,C,Minerals,"74,052.57","73,976.40",34.75,41.42,,,,,,,,,,"74,052.57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1008063,110030816605,"NGK Ceramics USA, Inc.",Mooresville,NC,28115,119 Mazeppa Road,IREDELL COUNTY,35.61,-80.82,336390,C,Other,"41,076.90","41,034.70",19.25,22.95,,,,,,,,,,"41,076.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006697,,NGPL Interconnect,Garrison,TX,75946,Outside of Garrison,,,,211130,"C,W-PROC",Petroleum and Natural Gas Systems,"35,791.40","35,458.10",319.00,14.30,,,,,,,,,,"23,583.81",,,,,,,,,,,,,,,,,,,12207.592,,,,,,,,,,,,,,,,,,N,N,N
